Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
16/12/2006;18:00:00;2.790;0.180;237.520;11.800;0.000;0.000;18.000
16/12/2006;18:01:00;2.624;0.144;238.200;11.000;0.000;0.000;17.000
16/12/2006;18:02:00;2.772;0.118;238.280;11.600;0.000;0.000;17.000
16/12/2006;18:03:00;3.740;0.108;236.930;16.400;0.000;16.000;18.000
16/12/2006;18:04:00;4.928;0.202;235.010;21.000;0.000;37.000;16.000
16/12/2006;18:05:00;6.052;0.192;232.930;26.200;0.000;37.000;17.000
16/12/2006;18:06:00;6.752;0.186;232.120;29.000;0.000;36.000;17.000
16/12/2006;18:07:00;6.474;0.144;231.850;27.800;0.000;37.000;16.000
16/12/2006;18:08:00;6.308;0.116;232.250;27.000;0.000;36.000;17.000
16/12/2006;18:09:00;4.464;0.136;234.660;19.000;0.000;37.000;16.000
16/12/2006;18:10:00;3.396;0.148;236.200;15.000;0.000;22.000;18.000
16/12/2006;18:11:00;3.090;0.152;237.070;13.800;0.000;12.000;17.000
16/12/2006;18:12:00;3.730;0.144;235.780;16.400;0.000;27.000;17.000
16/12/2006;18:13:00;2.308;0.160;237.430;9.600;0.000;1.000;17.000
16/12/2006;18:14:00;2.388;0.158;237.260;10.000;0.000;1.000;17.000
16/12/2006;18:15:00;4.598;0.100;234.250;21.400;0.000;20.000;17.000
16/12/2006;18:16:00;4.524;0.076;234.200;19.600;0.000;9.000;17.000
16/12/2006;18:17:00;4.202;0.082;234.310;17.800;0.000;1.000;17.000
16/12/2006;18:18:00;4.472;0.000;233.290;19.200;0.000;1.000;16.000
16/12/2006;18:19:00;2.852;0.000;235.610;12.000;0.000;1.000;17.000
16/12/2006;18:20:00;2.928;0.000;235.250;12.400;0.000;1.000;17.000
16/12/2006;18:21:00;2.940;0.000;236.040;12.400;0.000;2.000;17.000
16/12/2006;18:22:00;2.934;0.000;235.510;12.400;0.000;1.000;17.000
16/12/2006;18:23:00;2.926;0.000;235.680;12.400;0.000;1.000;17.000
16/12/2006;18:24:00;3.452;0.000;235.200;15.200;0.000;1.000;17.000
16/12/2006;18:25:00;4.870;0.000;233.740;20.800;0.000;1.000;17.000
16/12/2006;18:26:00;4.868;0.000;233.840;20.800;0.000;1.000;17.000
16/12/2006;18:27:00;4.866;0.000;233.790;20.800;0.000;1.000;17.000
16/12/2006;18:28:00;3.176;0.000;235.500;13.800;0.000;1.000;17.000
16/12/2006;18:29:00;2.920;0.000;235.840;12.400;0.000;1.000;17.000
16/12/2006;18:30:00;2.930;0.000;236.150;12.400;0.000;1.000;17.000
16/12/2006;18:31:00;2.912;0.050;235.810;12.400;0.000;1.000;17.000
16/12/2006;18:32:00;2.608;0.052;235.410;11.000;0.000;1.000;17.000
16/12/2006;18:33:00;2.714;0.162;234.820;11.600;0.000;0.000;17.000
16/12/2006;18:34:00;3.538;0.086;233.760;15.600;0.000;1.000;16.000
16/12/2006;18:35:00;6.072;0.000;232.480;26.400;0.000;27.000;17.000
16/12/2006;18:36:00;4.536;0.000;233.540;19.400;0.000;1.000;17.000
16/12/2006;18:37:00;4.408;0.000;232.320;18.800;0.000;1.000;16.000
16/12/2006;18:38:00;2.912;0.048;234.020;13.000;0.000;1.000;17.000
16/12/2006;18:39:00;2.326;0.054;234.760;9.800;0.000;1.000;17.000
16/12/2006;18:40:00;2.264;0.054;234.670;9.600;0.000;1.000;17.000
16/12/2006;18:41:00;2.270;0.054;235.270;9.600;0.000;1.000;17.000
16/12/2006;18:42:00;2.258;0.054;235.120;9.600;0.000;1.000;17.000
16/12/2006;18:43:00;2.188;0.068;235.800;9.200;0.000;1.000;17.000
16/12/2006;18:44:00;2.978;0.166;234.810;13.200;0.000;1.000;17.000
16/12/2006;18:45:00;4.200;0.174;234.380;17.800;0.000;1.000;17.000
16/12/2006;18:46:00;4.204;0.186;234.200;17.800;0.000;1.000;16.000
16/12/2006;18:47:00;4.218;0.178;233.980;18.000;0.000;1.000;17.000
16/12/2006;18:48:00;2.786;0.188;234.990;12.000;0.000;2.000;17.000
16/12/2006;18:49:00;2.540;0.088;234.670;10.800;0.000;4.000;17.000
16/12/2006;18:50:00;2.496;0.080;233.920;10.600;0.000;3.000;17.000
16/12/2006;18:51:00;2.336;0.070;233.510;10.000;0.000;1.000;16.000
16/12/2006;18:52:00;2.322;0.000;233.440;9.800;0.000;0.000;17.000
16/12/2006;18:53:00;2.448;0.000;233.640;10.600;0.000;1.000;17.000
16/12/2006;18:54:00;4.298;0.000;232.390;18.400;0.000;1.000;16.000
16/12/2006;18:55:00;4.230;0.090;232.250;18.200;0.000;1.000;17.000
16/12/2006;18:56:00;4.230;0.090;232.320;18.200;0.000;2.000;16.000
16/12/2006;18:57:00;3.924;0.084;232.790;17.000;0.000;1.000;17.000
16/12/2006;18:58:00;4.218;0.090;232.090;18.000;0.000;1.000;17.000
16/12/2006;18:59:00;4.224;0.090;231.960;18.200;0.000;1.000;16.000
16/12/2006;19:00:00;4.070;0.088;231.990;17.400;0.000;1.000;17.000
16/12/2006;19:01:00;3.612;0.090;232.360;15.600;0.000;2.000;16.000
16/12/2006;19:02:00;3.458;0.090;232.710;14.800;0.000;1.000;17.000
16/12/2006;19:03:00;3.434;0.090;232.010;14.800;0.000;1.000;16.000
16/12/2006;19:04:00;3.366;0.000;232.780;14.400;0.000;1.000;17.000
16/12/2006;19:05:00;3.404;0.082;233.080;14.600;0.000;2.000;16.000
16/12/2006;19:06:00;3.382;0.074;233.690;14.400;0.000;0.000;17.000
16/12/2006;19:07:00;3.616;0.106;234.440;15.400;0.000;4.000;17.000
16/12/2006;19:08:00;3.476;0.092;234.600;14.800;0.000;3.000;17.000
16/12/2006;19:09:00;3.394;0.064;235.120;14.400;0.000;0.000;17.000
16/12/2006;19:10:00;3.400;0.000;234.280;14.400;0.000;1.000;17.000
16/12/2006;19:11:00;3.414;0.000;234.190;14.400;0.000;1.000;17.000
16/12/2006;19:12:00;3.432;0.000;234.690;14.600;0.000;1.000;16.000
16/12/2006;19:13:00;3.418;0.000;234.260;14.600;0.000;2.000;17.000
16/12/2006;19:14:00;3.392;0.000;233.300;14.400;0.000;1.000;17.000
16/12/2006;19:15:00;3.394;0.000;233.430;14.400;0.000;1.000;17.000
16/12/2006;19:16:00;3.394;0.000;233.450;14.400;0.000;1.000;16.000
16/12/2006;19:17:00;3.406;0.000;233.910;14.400;0.000;2.000;17.000
16/12/2006;19:18:00;3.420;0.000;234.430;14.600;0.000;1.000;17.000
16/12/2006;19:19:00;3.418;0.000;234.340;14.400;0.000;1.000;17.000
16/12/2006;19:20:00;3.422;0.052;234.580;14.600;0.000;1.000;17.000
16/12/2006;19:21:00;3.332;0.000;234.020;14.200;0.000;1.000;16.000
16/12/2006;19:22:00;3.316;0.046;234.290;14.000;0.000;1.000;17.000
16/12/2006;19:23:00;3.334;0.000;234.360;14.200;0.000;2.000;17.000
16/12/2006;19:24:00;3.262;0.052;232.640;14.000;0.000;0.000;17.000
16/12/2006;19:25:00;3.476;0.064;232.960;14.800;0.000;3.000;16.000
16/12/2006;19:26:00;3.620;0.090;233.470;15.400;0.000;5.000;17.000
16/12/2006;19:27:00;3.610;0.084;234.980;15.200;0.000;5.000;17.000
16/12/2006;19:28:00;3.646;0.138;234.340;15.400;0.000;5.000;17.000
16/12/2006;19:29:00;3.614;0.192;233.920;15.400;0.000;5.000;17.000
16/12/2006;21:54:00;3.474;0.168;236.280;14.600;0.000;1.000;17.000
16/12/2006;21:55:00;2.308;0.184;237.330;10.600;0.000;1.000;18.000
16/12/2006;21:56:00;2.926;0.178;237.090;12.800;0.000;2.000;17.000
16/12/2006;21:57:00;3.472;0.170;236.390;14.600;0.000;1.000;17.000
16/12/2006;21:58:00;3.480;0.170;236.750;14.600;0.000;1.000;17.000
16/12/2006;21:59:00;3.454;0.168;235.730;14.600;0.000;2.000;17.000
16/12/2006;22:00:00;3.464;0.170;236.030;14.600;0.000;1.000;17.000
16/12/2006;22:01:00;1.786;0.096;237.680;8.200;0.000;1.000;18.000
16/12/2006;22:02:00;3.182;0.000;235.990;13.600;0.000;1.000;17.000
16/12/2006;22:03:00;3.378;0.000;236.260;14.200;0.000;2.000;17.000
16/12/2006;22:04:00;3.372;0.000;236.030;14.200;0.000;1.000;17.000
16/12/2006;22:05:00;3.362;0.000;235.700;14.200;0.000;1.000;17.000
16/12/2006;22:06:00;3.112;0.000;236.080;13.400;0.000;1.000;17.000
16/12/2006;22:07:00;1.614;0.056;237.310;7.400;0.000;0.000;17.000
16/12/2006;22:08:00;3.358;0.000;236.140;14.200;0.000;0.000;17.000
16/12/2006;22:09:00;3.388;0.000;236.610;14.200;0.000;0.000;17.000
16/12/2006;22:10:00;3.392;0.000;236.930;14.200;0.000;0.000;17.000
16/12/2006;22:11:00;2.810;0.000;237.970;12.400;0.000;0.000;18.000
16/12/2006;22:12:00;2.180;0.000;238.020;10.000;0.000;0.000;17.000
16/12/2006;22:13:00;3.370;0.000;236.060;14.200;0.000;0.000;17.000
16/12/2006;22:14:00;3.326;0.000;234.450;14.000;0.000;0.000;17.000
16/12/2006;22:15:00;2.778;0.000;235.310;12.000;0.000;0.000;9.000
16/12/2006;22:16:00;2.358;0.000;237.100;9.800;0.000;0.000;0.000
16/12/2006;22:17:00;0.960;0.054;238.680;5.600;0.000;0.000;0.000
16/12/2006;22:18:00;1.606;0.000;238.760;7.800;0.000;0.000;0.000
16/12/2006;22:19:00;2.350;0.000;238.590;9.800;0.000;0.000;0.000
16/12/2006;22:20:00;2.428;0.068;238.870;10.000;0.000;0.000;0.000
16/12/2006;22:21:00;2.078;0.072;238.970;9.200;0.000;0.000;0.000
16/12/2006;22:22:00;0.780;0.090;239.930;4.600;0.000;0.000;0.000
16/12/2006;22:23:00;2.426;0.068;239.050;10.000;0.000;0.000;0.000
16/12/2006;22:24:00;2.412;0.066;238.460;10.000;0.000;0.000;0.000
16/12/2006;22:25:00;2.428;0.070;239.680;10.000;0.000;0.000;0.000
16/12/2006;22:26:00;1.530;0.084;240.720;7.600;0.000;0.000;0.000
16/12/2006;22:27:00;1.388;0.086;240.870;7.200;0.000;0.000;0.000
16/12/2006;22:28:00;2.424;0.070;239.710;10.000;0.000;0.000;0.000
16/12/2006;22:29:00;2.428;0.072;239.890;10.000;0.000;0.000;0.000
16/12/2006;22:30:00;2.388;0.070;239.480;10.000;0.000;0.000;0.000
16/12/2006;22:31:00;0.376;0.100;241.640;1.600;0.000;0.000;0.000
16/12/2006;22:32:00;2.202;0.074;240.070;9.600;0.000;0.000;0.000
16/12/2006;22:33:00;2.430;0.070;239.770;10.000;0.000;0.000;0.000
16/12/2006;22:34:00;2.346;0.052;240.050;9.600;0.000;0.000;0.000
16/12/2006;22:35:00;1.916;0.054;239.750;8.600;0.000;0.000;0.000
16/12/2006;22:36:00;0.384;0.000;240.580;2.400;0.000;0.000;0.000
16/12/2006;22:37:00;2.334;0.060;239.200;9.600;0.000;0.000;0.000
16/12/2006;22:38:00;2.320;0.060;238.840;9.600;0.000;0.000;0.000
16/12/2006;22:39:00;2.306;0.062;238.390;9.600;0.000;0.000;0.000
16/12/2006;22:40:00;2.306;0.064;238.390;9.600;0.000;0.000;0.000
16/12/2006;22:41:00;0.436;0.000;241.060;2.800;0.000;0.000;0.000
16/12/2006;22:42:00;1.584;0.050;240.890;7.800;0.000;0.000;0.000
16/12/2006;22:43:00;2.328;0.062;239.460;9.600;0.000;0.000;0.000
16/12/2006;22:44:00;2.326;0.062;239.270;9.600;0.000;0.000;0.000
16/12/2006;22:45:00;2.334;0.060;239.570;9.600;0.000;0.000;0.000
16/12/2006;22:46:00;1.846;0.054;239.990;8.400;0.000;0.000;0.000
16/12/2006;22:47:00;0.284;0.000;242.040;1.200;0.000;0.000;0.000
16/12/2006;22:48:00;2.342;0.060;239.890;9.800;0.000;0.000;0.000
16/12/2006;22:49:00;2.392;0.000;239.910;10.000;0.000;0.000;0.000
16/12/2006;22:50:00;2.414;0.000;240.020;10.000;0.000;0.000;0.000
16/12/2006;22:51:00;2.414;0.000;239.970;10.000;0.000;0.000;0.000
16/12/2006;22:52:00;0.754;0.086;241.270;4.400;0.000;0.000;0.000
16/12/2006;22:53:00;1.420;0.178;238.640;7.400;0.000;0.000;0.000
16/12/2006;22:54:00;2.468;0.162;237.470;10.400;0.000;0.000;0.000
16/12/2006;22:55:00;2.474;0.164;238.050;10.400;0.000;0.000;0.000
16/12/2006;22:56:00;2.488;0.168;239.030;10.400;0.000;0.000;0.000
16/12/2006;22:57:00;1.810;0.182;240.280;8.600;0.000;0.000;0.000
16/12/2006;22:58:00;0.674;0.200;241.360;4.000;0.000;0.000;0.000
16/12/2006;22:59:00;2.444;0.094;239.420;10.200;0.000;0.000;0.000
16/12/2006;23:00:00;2.410;0.068;238.900;10.000;0.000;0.000;0.000
16/12/2006;23:01:00;2.412;0.070;239.130;10.000;0.000;0.000;0.000
16/12/2006;23:02:00;2.206;0.072;239.370;9.400;0.000;0.000;0.000
16/12/2006;23:03:00;0.370;0.100;241.580;1.600;0.000;0.000;0.000
16/12/2006;23:04:00;2.104;0.076;240.110;9.200;0.000;0.000;0.000
16/12/2006;23:05:00;2.404;0.068;238.730;10.000;0.000;0.000;0.000
16/12/2006;23:06:00;2.418;0.070;239.520;10.000;0.000;0.000;0.000
16/12/2006;23:07:00;2.342;0.000;239.740;9.600;0.000;0.000;0.000
16/12/2006;23:08:00;1.262;0.046;240.960;6.800;0.000;0.000;0.000
16/12/2006;23:09:00;0.852;0.000;241.640;5.200;0.000;0.000;0.000
16/12/2006;23:10:00;2.340;0.060;240.050;9.600;0.000;0.000;0.000
16/12/2006;23:11:00;2.336;0.060;240.070;9.600;0.000;0.000;0.000
16/12/2006;23:12:00;2.334;0.060;239.990;9.600;0.000;0.000;0.000
16/12/2006;23:13:00;2.330;0.060;239.740;9.600;0.000;0.000;0.000
16/12/2006;23:14:00;1.038;0.000;241.170;6.000;0.000;0.000;0.000
16/12/2006;23:15:00;0.386;0.000;242.390;2.400;0.000;0.000;0.000
16/12/2006;23:16:00;2.350;0.060;240.410;9.600;0.000;0.000;0.000
16/12/2006;23:17:00;2.346;0.060;240.500;9.600;0.000;0.000;0.000
16/12/2006;23:18:00;2.346;0.060;240.550;9.600;0.000;0.000;0.000
16/12/2006;23:19:00;1.834;0.052;240.970;8.400;0.000;0.000;0.000
16/12/2006;23:20:00;1.222;0.046;241.580;6.600;0.000;0.000;0.000
16/12/2006;23:21:00;2.342;0.060;240.210;9.600;0.000;0.000;0.000
16/12/2006;23:22:00;2.334;0.060;239.980;9.600;0.000;0.000;0.000
16/12/2006;23:23:00;1.666;0.052;240.650;8.000;0.000;0.000;0.000
16/12/2006;23:24:00;1.198;0.000;241.680;6.600;0.000;0.000;0.000
16/12/2006;23:25:00;2.350;0.058;240.700;9.600;0.000;0.000;0.000
16/12/2006;23:26:00;2.398;0.000;240.700;9.800;0.000;0.000;0.000
16/12/2006;23:27:00;2.444;0.072;240.110;10.200;0.000;0.000;0.000
16/12/2006;23:28:00;0.406;0.098;241.710;2.000;0.000;0.000;0.000
16/12/2006;23:29:00;2.434;0.072;240.130;10.000;0.000;0.000;0.000
16/12/2006;23:30:00;2.502;0.136;240.240;10.400;0.000;0.000;0.000
16/12/2006;23:31:00;2.518;0.176;240.530;10.400;0.000;0.000;0.000
16/12/2006;23:32:00;1.516;0.190;241.360;7.600;0.000;0.000;0.000
16/12/2006;23:33:00;1.498;0.188;241.020;7.600;0.000;0.000;0.000
16/12/2006;23:34:00;2.508;0.174;240.060;10.400;0.000;0.000;0.000
16/12/2006;23:35:00;2.504;0.174;240.090;10.400;0.000;0.000;0.000
16/12/2006;23:36:00;2.492;0.172;239.490;10.400;0.000;0.000;0.000
16/12/2006;23:37:00;0.814;0.204;242.160;4.800;0.000;0.000;0.000
16/12/2006;23:38:00;2.304;0.180;240.950;9.800;0.000;0.000;0.000
16/12/2006;23:39:00;2.530;0.182;241.740;10.400;0.000;0.000;0.000
16/12/2006;23:40:00;2.378;0.000;241.180;9.800;0.000;0.000;0.000
16/12/2006;23:41:00;0.384;0.000;243.730;2.400;0.000;0.000;0.000
16/12/2006;23:42:00;2.370;0.058;241.480;9.800;0.000;0.000;0.000
16/12/2006;23:43:00;2.358;0.058;241.130;9.600;0.000;0.000;0.000
16/12/2006;23:44:00;2.352;0.058;240.960;9.600;0.000;0.000;0.000
16/12/2006;23:45:00;0.416;0.000;242.940;2.400;0.000;0.000;0.000
16/12/2006;23:46:00;2.654;0.062;240.740;11.000;0.000;0.000;0.000
16/12/2006;23:47:00;2.540;0.060;241.230;10.400;0.000;0.000;0.000
16/12/2006;23:48:00;2.526;0.058;241.790;10.800;0.000;0.000;0.000
16/12/2006;23:49:00;1.206;0.000;241.830;5.400;0.000;0.000;0.000
16/12/2006;23:50:00;3.844;0.148;238.710;16.600;0.000;0.000;0.000
16/12/2006;23:51:00;4.122;0.140;237.990;17.600;0.000;0.000;0.000
16/12/2006;23:52:00;3.458;0.000;238.890;14.800;0.000;0.000;0.000
16/12/2006;23:53:00;1.988;0.050;240.260;9.200;0.000;0.000;0.000
16/12/2006;23:54:00;0.596;0.000;240.880;2.400;0.000;0.000;0.000
16/12/2006;23:55:00;1.290;0.000;240.690;6.800;0.000;0.000;0.000
30/4/2007;04:41:00;?;?;?;?;?;?;
30/4/2007;04:42:00;?;?;?;?;?;?;
30/4/2007;04:43:00;?;?;?;?;?;?;
30/4/2007;04:44:00;?;?;?;?;?;?;
30/4/2007;04:45:00;?;?;?;?;?;?;
30/4/2007;04:46:00;?;?;?;?;?;?;
30/4/2007;04:47:00;?;?;?;?;?;?;
30/4/2007;04:48:00;?;?;?;?;?;?;
30/4/2007;04:49:00;?;?;?;?;?;?;
30/4/2007;04:50:00;?;?;?;?;?;?;
30/4/2007;04:51:00;?;?;?;?;?;?;
30/4/2007;04:52:00;?;?;?;?;?;?;
30/4/2007;04:53:00;?;?;?;?;?;?;
30/4/2007;04:54:00;?;?;?;?;?;?;
30/4/2007;04:55:00;?;?;?;?;?;?;
30/4/2007;04:56:00;?;?;?;?;?;?;
30/4/2007;04:57:00;?;?;?;?;?;?;
30/4/2007;04:58:00;?;?;?;?;?;?;
30/4/2007;04:59:00;?;?;?;?;?;?;
30/4/2007;05:00:00;?;?;?;?;?;?;
30/4/2007;05:01:00;?;?;?;?;?;?;
30/4/2007;05:02:00;?;?;?;?;?;?;
30/4/2007;05:03:00;?;?;?;?;?;?;
30/4/2007;05:04:00;?;?;?;?;?;?;
30/4/2007;05:05:00;?;?;?;?;?;?;
30/4/2007;05:06:00;?;?;?;?;?;?;
30/4/2007;05:07:00;?;?;?;?;?;?;
30/4/2007;05:08:00;?;?;?;?;?;?;
30/4/2007;05:09:00;?;?;?;?;?;?;
30/4/2007;05:10:00;?;?;?;?;?;?;
30/4/2007;05:11:00;?;?;?;?;?;?;
30/4/2007;05:12:00;?;?;?;?;?;?;
30/4/2007;05:13:00;?;?;?;?;?;?;
30/4/2007;05:14:00;?;?;?;?;?;?;
30/4/2007;05:15:00;?;?;?;?;?;?;
30/4/2007;05:16:00;?;?;?;?;?;?;
30/4/2007;05:17:00;?;?;?;?;?;?;
30/4/2007;05:18:00;?;?;?;?;?;?;
30/4/2007;05:19:00;?;?;?;?;?;?;
30/4/2007;05:20:00;?;?;?;?;?;?;
30/4/2007;05:21:00;?;?;?;?;?;?;
30/4/2007;05:22:00;?;?;?;?;?;?;
30/4/2007;05:23:00;?;?;?;?;?;?;
30/4/2007;05:24:00;?;?;?;?;?;?;
30/4/2007;05:25:00;?;?;?;?;?;?;
30/4/2007;05:26:00;?;?;?;?;?;?;
30/4/2007;05:27:00;?;?;?;?;?;?;
30/4/2007;05:28:00;?;?;?;?;?;?;
30/4/2007;05:29:00;?;?;?;?;?;?;
30/4/2007;05:30:00;?;?;?;?;?;?;
30/4/2007;05:31:00;?;?;?;?;?;?;
30/4/2007;05:32:00;?;?;?;?;?;?;
30/4/2007;05:33:00;?;?;?;?;?;?;
30/4/2007;05:34:00;?;?;?;?;?;?;
30/4/2007;05:35:00;?;?;?;?;?;?;
30/4/2007;05:36:00;?;?;?;?;?;?;
30/4/2007;05:37:00;?;?;?;?;?;?;
30/4/2007;05:38:00;?;?;?;?;?;?;
30/4/2007;05:39:00;?;?;?;?;?;?;
30/4/2007;05:40:00;?;?;?;?;?;?;
30/4/2007;05:41:00;?;?;?;?;?;?;
30/4/2007;05:42:00;?;?;?;?;?;?;
30/4/2007;05:43:00;?;?;?;?;?;?;
30/4/2007;05:44:00;?;?;?;?;?;?;
30/4/2007;05:45:00;?;?;?;?;?;?;
30/4/2007;05:46:00;?;?;?;?;?;?;
30/4/2007;05:47:00;?;?;?;?;?;?;
30/4/2007;05:48:00;?;?;?;?;?;?;
30/4/2007;05:49:00;?;?;?;?;?;?;
30/4/2007;05:50:00;?;?;?;?;?;?;
30/4/2007;05:51:00;?;?;?;?;?;?;
30/4/2007;05:52:00;?;?;?;?;?;?;
30/4/2007;05:53:00;?;?;?;?;?;?;
30/4/2007;05:54:00;?;?;?;?;?;?;
30/4/2007;05:55:00;?;?;?;?;?;?;
30/4/2007;05:56:00;?;?;?;?;?;?;
30/4/2007;05:57:00;?;?;?;?;?;?;
30/4/2007;05:58:00;?;?;?;?;?;?;
30/4/2007;05:59:00;?;?;?;?;?;?;
30/4/2007;06:00:00;?;?;?;?;?;?;
30/4/2007;06:01:00;?;?;?;?;?;?;
30/4/2007;06:02:00;?;?;?;?;?;?;
30/4/2007;06:03:00;?;?;?;?;?;?;
30/4/2007;06:04:00;?;?;?;?;?;?;
30/4/2007;06:05:00;?;?;?;?;?;?;
30/4/2007;06:06:00;?;?;?;?;?;?;
30/4/2007;06:07:00;?;?;?;?;?;?;
30/4/2007;06:08:00;?;?;?;?;?;?;
30/4/2007;06:09:00;?;?;?;?;?;?;
30/4/2007;06:10:00;?;?;?;?;?;?;
30/4/2007;06:11:00;?;?;?;?;?;?;
30/4/2007;06:12:00;?;?;?;?;?;?;
30/4/2007;06:13:00;?;?;?;?;?;?;
30/4/2007;06:14:00;?;?;?;?;?;?;
30/4/2007;06:15:00;?;?;?;?;?;?;
30/4/2007;06:16:00;?;?;?;?;?;?;
30/4/2007;06:17:00;?;?;?;?;?;?;
30/4/2007;06:18:00;?;?;?;?;?;?;
30/4/2007;06:19:00;?;?;?;?;?;?;
30/4/2007;06:20:00;?;?;?;?;?;?;
30/4/2007;06:21:00;?;?;?;?;?;?;
30/4/2007;06:22:00;?;?;?;?;?;?;
30/4/2007;06:23:00;?;?;?;?;?;?;
30/4/2007;06:24:00;?;?;?;?;?;?;
30/4/2007;06:25:00;?;?;?;?;?;?;
30/4/2007;06:26:00;?;?;?;?;?;?;
30/4/2007;06:27:00;?;?;?;?;?;?;
30/4/2007;06:28:00;?;?;?;?;?;?;
30/4/2007;06:29:00;?;?;?;?;?;?;
30/4/2007;06:30:00;?;?;?;?;?;?;
30/4/2007;06:31:00;?;?;?;?;?;?;
30/4/2007;06:32:00;?;?;?;?;?;?;
30/4/2007;06:33:00;?;?;?;?;?;?;
30/4/2007;06:34:00;?;?;?;?;?;?;
30/4/2007;06:35:00;?;?;?;?;?;?;
30/4/2007;06:36:00;?;?;?;?;?;?;
30/4/2007;06:37:00;?;?;?;?;?;?;
30/4/2007;06:38:00;?;?;?;?;?;?;
30/4/2007;06:39:00;?;?;?;?;?;?;
30/4/2007;06:40:00;?;?;?;?;?;?;
30/4/2007;06:41:00;?;?;?;?;?;?;
30/4/2007;06:42:00;?;?;?;?;?;?;
30/4/2007;06:43:00;?;?;?;?;?;?;
30/4/2007;06:44:00;?;?;?;?;?;?;
30/4/2007;06:45:00;?;?;?;?;?;?;
30/4/2007;06:46:00;?;?;?;?;?;?;
30/4/2007;06:47:00;?;?;?;?;?;?;
30/4/2007;06:48:00;?;?;?;?;?;?;
30/4/2007;06:49:00;?;?;?;?;?;?;
30/4/2007;06:50:00;?;?;?;?;?;?;
30/4/2007;06:51:00;?;?;?;?;?;?;
30/4/2007;06:52:00;?;?;?;?;?;?;
30/4/2007;06:53:00;?;?;?;?;?;?;
30/4/2007;06:54:00;?;?;?;?;?;?;
30/4/2007;06:55:00;?;?;?;?;?;?;
30/4/2007;06:56:00;?;?;?;?;?;?;
30/4/2007;06:57:00;?;?;?;?;?;?;
30/4/2007;06:58:00;?;?;?;?;?;?;
30/4/2007;06:59:00;?;?;?;?;?;?;
30/4/2007;07:00:00;?;?;?;?;?;?;
30/4/2007;07:01:00;?;?;?;?;?;?;
30/4/2007;07:02:00;?;?;?;?;?;?;
